objectid,title,artist_display_name,artist_nationality,primary_image,primary_image_small,additional_images,objectname,medium,culture,city,country,object_date,object_end_date,department,gallery_number,accession_year,object_url,tags,object_wikidata_url
544056,Akhenaten Sacrificing a Duck,"","",https://images.metmuseum.org/CRDImages/eg/original/DT545.jpg,https://images.metmuseum.org/CRDImages/eg/web-large/DT545.jpg,{},"Talatat, Akhenaten, duck","Limestone, paint","","","",ca. 1353–1336 B.C.,-1336,Egyptian Art,121,1985,https://www.metmuseum.org/art/collection/search/544056,"[{""term"":""Ducks"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250047"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3736439""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""}]",https://www.wikidata.org/wiki/Q29385746
11133,Prisoners from the Front,Winslow Homer,American,https://images.metmuseum.org/CRDImages/ad/original/DT83.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT83.jpg,{https://images.metmuseum.org/CRDImages/ad/original/Homer_PrisonersFromTheFront.jpg},Painting,Oil on canvas,American,"","",1866,1866,The American Wing,762,1922,https://www.metmuseum.org/art/collection/search/11133,"[{""term"":""American Civil War"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000030"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8676""},{""term"":""Soldiers"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300185678"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q4991371""},{""term"":""Prisoners"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025933"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q1862087""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""}]",https://www.wikidata.org/wiki/Q12141828
15588,Portrait of a Gentleman,Henry Benbridge,American,https://images.metmuseum.org/CRDImages/ad/original/DT57.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT57.jpg,{},"Painting, miniature",Watercolor on ivory,American,"","",ca. 1770,1770,The American Wing,"",1996,https://www.metmuseum.org/art/collection/search/15588,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""}]",https://www.wikidata.org/wiki/Q19924608
824771,Marie Antoinette in a Park,Elisabeth Louise Vigée Le Brun,"",https://images.metmuseum.org/CRDImages/dp/original/DP-18368-001.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP-18368-001.jpg,"{https://images.metmuseum.org/CRDImages/dp/original/DP-18368-003.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-004.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-005.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-006.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-007.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-008.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-009.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-010.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-011.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-012.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-013.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-014.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-015.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-016.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-017.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-018.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-019.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-020.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-021.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-022.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-023.jpg,https://images.metmuseum.org/CRDImages/dp/original/DP-18368-024.jpg}",Drawing,"Black, stumped, and white chalk on blue paper","","","",ca. 1780–81,1786,Drawings and Prints,"",2019,https://www.metmuseum.org/art/collection/search/824771,"[{""term"":""Marie Antoinette"",""AAT_URL"":""http://vocab.getty.edu/page/ulan/500122363"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q47365""},{""term"":""Queens"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025483"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q16511993""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""}]",https://www.wikidata.org/wiki/Q96195214
453683,"""Jonah and the Whale"", Folio from a Jami al-Tavarikh (Compendium of Chronicles)","","",https://images.metmuseum.org/CRDImages/is/original/DP247599.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP247599.jpg,"{https://images.metmuseum.org/CRDImages/is/original/sf33-113.jpg,https://images.metmuseum.org/CRDImages/is/original/DT209144.jpg,https://images.metmuseum.org/CRDImages/is/original/DP245132.jpg,https://images.metmuseum.org/CRDImages/is/original/94404.jpg}",Folio from an illustrated manuscript,"Ink, opaque watercolor, gold, and silver on paper","","",Iran,ca. 1400,1425,Islamic Art,"",1933,https://www.metmuseum.org/art/collection/search/453683,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Whales"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250157"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q1865281""},{""term"":""Angels"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300379004"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q235113""}]",https://www.wikidata.org/wiki/Q29385247
37801,Portrait of Jnanatapa Attended by Lamas and Mahasiddhas,"","",https://images.metmuseum.org/CRDImages/as/original/DP-15583-020.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DP-15583-020.jpg,"{https://images.metmuseum.org/CRDImages/as/original/DP-15583-021.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-15583-022.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-15583-023.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-15583-024.jpg,https://images.metmuseum.org/CRDImages/as/original/DP-15583-025.jpg}",Painting,Distemper on cloth,"Eastern Tibet, Kham, Riwoche monastery","","",ca. 1350,1360,Asian Art,253,1987,https://www.metmuseum.org/art/collection/search/37801,"[{""term"":""Animals"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300249525"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q729""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""}]",https://www.wikidata.org/wiki/Q29383251
437609,The Holy Family with the Young Saint John the Baptist,Andrea del Sarto (Andrea d'Agnolo),Italian,https://images.metmuseum.org/CRDImages/ep/original/DP295025.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP295025.jpg,{},Painting,Oil on wood,"","","",ca. 1528,1533,European Paintings,608,1922,https://www.metmuseum.org/art/collection/search/437609,"[{""term"":""Holy Family"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001175"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q618057""},{""term"":""Saint John the Baptist"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001056"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q40662""},{""term"":""Saint Joseph"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000953"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q128267""},{""term"":""Jesus"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q302""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""}]",https://www.wikidata.org/wiki/Q3944459
10159,Fur Traders Descending the Missouri,George Caleb Bingham,American,https://images.metmuseum.org/CRDImages/ad/original/DT73.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT73.jpg,"{https://images.metmuseum.org/CRDImages/ad/original/49B_028R2.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP316874.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP316875.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP316873.jpg}",Painting,Oil on canvas,American,"","",1845,1845,The American Wing,758,1933,https://www.metmuseum.org/art/collection/search/10159,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Cats"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300265960"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q146""},{""term"":""Rivers"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300008707"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q4022""},{""term"":""Boats"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300178749"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q35872""},{""term"":""Human Figures"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300404114"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q5937779""}]",https://www.wikidata.org/wiki/Q3172087
336162,Christ Carrying the Cross,Martin Schongauer,German,https://images.metmuseum.org/CRDImages/dp/original/DP820028.jpg,https://images.metmuseum.org/CRDImages/dp/web-large/DP820028.jpg,"{https://images.metmuseum.org/CRDImages/dp/original/MM91078.jpg,https://images.metmuseum.org/CRDImages/dp/original/dp35.27.R.jpg,https://images.metmuseum.org/CRDImages/dp/original/35.27.R.jpg}",Print,Engraving,"","","",ca. 1475–80,1485,Drawings and Prints,"",1935,https://www.metmuseum.org/art/collection/search/336162,"[{""term"":""Soldiers"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300185678"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q4991371""},{""term"":""Horse Riding"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300249313"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q179226""},{""term"":""Dogs"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300265714"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q144""},{""term"":""Cross"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300235443"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q40843""},{""term"":""Bearing the Cross"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001193"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3399226""},{""term"":""Christ"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q642420""}]",https://www.wikidata.org/wiki/Q29384693
12822,George Washington and William Lee,John Trumbull,American,https://images.metmuseum.org/CRDImages/ad/original/DT2823.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT2823.jpg,{},Painting,Oil on canvas,American,"","",1780,1780,The American Wing,753,1924,https://www.metmuseum.org/art/collection/search/12822,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300015637"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q134307""},{""term"":""Horses"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250148"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q726""},{""term"":""Servants"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025874"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q54128""},{""term"":""George Washington"",""AAT_URL"":""http://vocab.getty.edu/page/ulan/500126198"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q23""}]",https://www.wikidata.org/wiki/Q19925424
10501,View on the Catskill—Early Autumn,Thomas Cole,American,https://images.metmuseum.org/CRDImages/ad/original/DT2639.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DT2639.jpg,{},Painting,Oil on canvas,American,"","",1836–37,1837,The American Wing,759,1895,https://www.metmuseum.org/art/collection/search/10501,"[{""term"":""Mountains"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300008795"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8502""},{""term"":""Landscapes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132294"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q191163""}]",https://www.wikidata.org/wiki/Q19900514
751509,Cradleboard,"","",https://images.metmuseum.org/CRDImages/ad/original/DP-15102-010.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP-15102-010.jpg,"{https://images.metmuseum.org/CRDImages/ad/original/DP-15102-011.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-15102-012.jpg,https://images.metmuseum.org/CRDImages/ad/original/DP-15102-013.jpg}",Cradleboard,"Wood, tanned leather, pigment, glass beads, wool cloth, metal cones, feathers, and bone","Ute, Native American","",United States,ca. 1890,1895,The American Wing,"",2019,https://www.metmuseum.org/art/collection/search/751509,null,https://www.wikidata.org/wiki/Q104413107
42716,Buddha of Medicine Bhaishajyaguru (Yaoshi fo),"","",https://images.metmuseum.org/CRDImages/as/original/DT227320.jpg,https://images.metmuseum.org/CRDImages/as/web-large/DT227320.jpg,{},Wall painting,Water-based pigment over foundation of clay mixed with straw,China,"","",ca. 1319,1329,Asian Art,206,1965,https://www.metmuseum.org/art/collection/search/42716,"[{""term"":""Buddhism"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300073738"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q748""},{""term"":""Buddha"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300262950"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q7055""},{""term"":""Medicine"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300404880"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q55693872""},{""term"":""Bodhisattvas"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300264360"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q178149""}]",https://www.wikidata.org/wiki/Q18683181
446285,Panel from a Rectangular Box,"","",https://images.metmuseum.org/CRDImages/is/original/DP170364.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP170364.jpg,"{https://images.metmuseum.org/CRDImages/is/original/13.141.jpg,https://images.metmuseum.org/CRDImages/is/original/is13.141.R.jpg,https://images.metmuseum.org/CRDImages/is/original/DT488.jpg,https://images.metmuseum.org/CRDImages/is/original/17717.jpg,https://images.metmuseum.org/CRDImages/is/original/sf13141.jpg}",Panel,"Ivory; carved, inlaid with stone with traces of pigment","",probably Cordoba,Spain,10th–early 11th century,1025,Islamic Art,457,1913,https://www.metmuseum.org/art/collection/search/446285,"[{""term"":""Peacocks"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250082"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q201251""},{""term"":""Birds"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300266506"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q5113""},{""term"":""Foxes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300266520"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8331""},{""term"":""Dancers"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025653"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q5716684""}]",https://www.wikidata.org/wiki/Q29384983
437397,Self-Portrait,Rembrandt (Rembrandt van Rijn),Dutch,https://images.metmuseum.org/CRDImages/ep/original/DP-16323-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-16323-001.jpg,{},Painting,Oil on canvas,"","","",1660,1660,European Paintings,964,1914,https://www.metmuseum.org/art/collection/search/437397,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Self-portraits"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300124534"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q192110""}]",https://www.wikidata.org/wiki/Q7311573
459185,Design for a Wall Monument,Francesco di Giorgio Martini,Italian,https://images.metmuseum.org/CRDImages/rl/original/DP324211.jpg,https://images.metmuseum.org/CRDImages/rl/web-large/DP324211.jpg,"{https://images.metmuseum.org/CRDImages/rl/original/DT726.jpg,https://images.metmuseum.org/CRDImages/rl/original/rl1975.1.376.R.jpg}",Drawing,"Pen and brown ink, brush and brown wash, blue gouache, on vellum","","","",ca. 1490,1495,Robert Lehman Collection,"",1975,https://www.metmuseum.org/art/collection/search/459185,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""}]",https://www.wikidata.org/wiki/Q20186261
503271,Clavichord,Christian Kintzing,German,https://images.metmuseum.org/CRDImages/mi/original/DP302629.jpg,https://images.metmuseum.org/CRDImages/mi/web-large/DP302629.jpg,"{https://images.metmuseum.org/CRDImages/mi/original/DT8340a.jpg,""https://images.metmuseum.org/CRDImages/mi/original/C4596 1986.239.jpg"",https://images.metmuseum.org/CRDImages/mi/original/DT8339.jpg}",Clavichord,"Wood, ebony, bone, walnut, paint, metal",German,Neuwied,Germany,1763,1763,Musical Instruments,684,1986,https://www.metmuseum.org/art/collection/search/503271,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Landscapes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132294"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q191163""}]",https://www.wikidata.org/wiki/Q29385602
466105,Booklet with Scenes of the Passion,"","",https://images.metmuseum.org/CRDImages/md/original/DT133.jpg,https://images.metmuseum.org/CRDImages/md/web-large/DT133.jpg,"{https://images.metmuseum.org/CRDImages/md/original/DT7195.jpg,https://images.metmuseum.org/CRDImages/md/original/DT7196.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s01.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s02.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s03.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s04.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s05.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s06.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s07.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s08.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s13.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s09.jpg,https://images.metmuseum.org/CRDImages/md/original/sf1982-60-399s10.jpg}",Writing tablet,"Elephant ivory, polychromy, and gilding",North French (carving); Upper Rhenish (painting),"","",ca. 1300 (carving); ca. 1310–20 (painting),1320,Medieval Art,537,1982,https://www.metmuseum.org/art/collection/search/466105,"[{""term"":""Christ"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000087"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q642420""},{""term"":""Virgin Mary"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000032"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q345""},{""term"":""Judas"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901000531"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q81018""},{""term"":""Bearing the Cross"",""AAT_URL"":""http://vocab.getty.edu/page/ia/901001193"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3399226""},{""term"":""Crucifixion"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300404300"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3235597""}]",https://www.wikidata.org/wiki/Q29385407
451405,'Saz'-style Drawing of a Dragon amid Foliage,Shah Quli,Turkish,https://images.metmuseum.org/CRDImages/is/original/DP231358.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP231358.jpg,"{https://images.metmuseum.org/CRDImages/is/original/sf57-51-26a.jpg,https://images.metmuseum.org/CRDImages/is/original/163160.jpg,https://images.metmuseum.org/CRDImages/is/original/DT5075.jpg}",Illustrated single work,"Ink, opaque watercolor, and gold on paper","",Istanbul,Turkey,ca. 1540–50,1575,Islamic Art,"",1957,https://www.metmuseum.org/art/collection/search/451405,"[{""term"":""Dragons"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300375726"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q7559""}]",https://www.wikidata.org/wiki/Q29385160
437329,The Abduction of the Sabine Women,Nicolas Poussin,French,https://images.metmuseum.org/CRDImages/ep/original/DP-14286-013.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14286-013.jpg,{},Painting,Oil on canvas,"","","",probably 1633–34,1634,European Paintings,621,1946,https://www.metmuseum.org/art/collection/search/437329,"[{""term"":""Suffering"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300055184"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q5780945""},{""term"":""Children"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025945"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q7569""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Horses"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250148"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q726""}]",https://www.wikidata.org/wiki/Q19911410
435888,Soap Bubbles,Jean Siméon Chardin,French,https://images.metmuseum.org/CRDImages/ep/original/DP356133.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP356133.jpg,{},Painting,Oil on canvas,"","","",ca. 1733–34,1734,European Paintings,"",1949,https://www.metmuseum.org/art/collection/search/435888,"[{""term"":""Boys"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300247598"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q3010""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Bubbles"",""AAT_URL"":null,""Wikidata_URL"":""https://www.wikidata.org/wiki/Q75794""}]",https://www.wikidata.org/wiki/Q19911699
438814,The Abduction of Rebecca,Eugène Delacroix,French,https://images.metmuseum.org/CRDImages/ep/original/DP-14344-001.jpg,https://images.metmuseum.org/CRDImages/ep/web-large/DP-14344-001.jpg,{},Painting,Oil on canvas,"","","",1846,1846,European Paintings,801,1903,https://www.metmuseum.org/art/collection/search/438814,"[{""term"":""Battles"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300185692"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q178561""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Horse Riding"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300249313"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q179226""}]",https://www.wikidata.org/wiki/Q19911594
453183,The House of Bijapur,Kamal Muhammad,"",https://images.metmuseum.org/CRDImages/is/original/DP231353.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP231353.jpg,"{https://images.metmuseum.org/CRDImages/is/original/is1982.213.R.jpg,https://images.metmuseum.org/CRDImages/is/original/DT466.jpg,https://images.metmuseum.org/CRDImages/is/original/1982.213.jpg}",Illustrated  album leaf,"Ink, opaque watercolor, gold, and silver on paper","",Bijapur,India,ca. 1680,1705,Islamic Art,"",1982,https://www.metmuseum.org/art/collection/search/453183,"[{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Horses"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300250148"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q726""},{""term"":""Landscapes"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300132294"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q191163""}]",https://www.wikidata.org/wiki/Q29385220
455059,"""The Eavesdropper"", Folio 47r from a Haft Paikar (Seven Portraits) of the Khamsa (Quintet) of Nizami",Maulana Azhar,"",https://images.metmuseum.org/CRDImages/is/original/DP159382.jpg,https://images.metmuseum.org/CRDImages/is/web-large/DP159382.jpg,"{https://images.metmuseum.org/CRDImages/is/original/is13.228.13.6.R.jpg,https://images.metmuseum.org/CRDImages/is/original/is13.228.13.R.jpg,https://images.metmuseum.org/CRDImages/is/original/DT461.jpg,https://images.metmuseum.org/CRDImages/is/original/sf13-228-13-f47rv.jpg,https://images.metmuseum.org/CRDImages/is/original/sf13-228-13-f47v.jpg,https://images.metmuseum.org/CRDImages/is/original/43006.jpg}",Folio from an illustrated manuscript,"Ink, opaque watercolor, silver, and gold on paper","",Herat,present-day Afghanistan,ca. 1430,1455,Islamic Art,455,1913,https://www.metmuseum.org/art/collection/search/455059,"[{""term"":""Musical Instruments"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300041620"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q34379""},{""term"":""Men"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025928"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q8441""},{""term"":""Women"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025943"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q467""},{""term"":""Swimming"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300239495"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q31920""},{""term"":""Musicians"",""AAT_URL"":""http://vocab.getty.edu/page/aat/300025666"",""Wikidata_URL"":""https://www.wikidata.org/wiki/Q639669""}]",https://www.wikidata.org/wiki/Q29385264
